Fecha_Deteccion,Contrato_Sospechoso,Organismo,Indicador_Riesgo,Evidencia_Legal_BOE,Teoria_Aplicada,link
2026-04-02,"Orden INT/1019/2021, de 27 de septiembre, por la que se adoptan medidas excepcionales en materia de formación permanente de los vigilantes de seguridad privada como consecuencia de la situación de crisis sanitaria ocasionada por COVID-19.",Ministerio del Interior,Acuerdo Colusorio / Discrecionalidad,"Ley 13/2003, de 23 de mayo, reguladora del contrato de concesión de obras públicas.",Transferencia de ingresos vía legalidad,
2026-04-02,"Orden INT/1019/2021, de 27 de septiembre, por la que se adoptan medidas excepcionales en materia de formación permanente de los vigilantes de seguridad privada como consecuencia de la situación de crisis sanitaria ocasionada por COVID-19.",Ministerio del Interior,Acuerdo Colusorio / Discrecionalidad,"Decreto-ley 16/2019, de 26 de noviembre, de medidas urgentes para la emergencia climática y el impulso a las energías renovables.",Transferencia de ingresos vía legalidad,
2026-04-02,"Orden INT/1019/2021, de 27 de septiembre, por la que se adoptan medidas excepcionales en materia de formación permanente de los vigilantes de seguridad privada como consecuencia de la situación de crisis sanitaria ocasionada por COVID-19.",Ministerio del Interior,Acuerdo Colusorio / Discrecionalidad,"Decreto-ley 3/2017, de 4 de agosto, de modificación de la Ley 8/2012, de 19 de julio, del turismo de las Illes Balears, y de medidas para afrontar la emergencia en materia de vivienda en las Illes Balears.",Transferencia de ingresos vía legalidad,
2026-04-02,"Orden INT/1019/2021, de 27 de septiembre, por la que se adoptan medidas excepcionales en materia de formación permanente de los vigilantes de seguridad privada como consecuencia de la situación de crisis sanitaria ocasionada por COVID-19.",Ministerio del Interior,Acuerdo Colusorio / Discrecionalidad,"Decreto-ley 3/2020, de 16 de marzo, de medidas de apoyo financiero y tributario al sector económico, de agilización de actuaciones administrativas y de medidas de emergencia social, para luchar contra los efectos de la evolución del coronavirus (COVID-19).",Transferencia de ingresos vía legalidad,
2026-04-02,"Orden INT/1019/2021, de 27 de septiembre, por la que se adoptan medidas excepcionales en materia de formación permanente de los vigilantes de seguridad privada como consecuencia de la situación de crisis sanitaria ocasionada por COVID-19.",Ministerio del Interior,Acuerdo Colusorio / Discrecionalidad,"Decreto-ley 7/2020, de 24 de abril, por el que se aprueban medidas urgentes en materia de educación, para paliar los efectos de la emergencia sanitaria provocada por el COVID-19.",Transferencia de ingresos vía legalidad,
2026-04-02,"Decreto-ley 43/2020, de 17 de noviembre, por el cual se habilita el Consejo Catalán del Deporte para el otorgamiento de ayudas extraordinarias y de emergencia para hacer frente a la suspensión de la apertura al público de las instalaciones y de los equipamientos deportivos en Cataluña, se crea el Fondo extraordinario adicional 2020 para los entes locales, y se modifica el Decreto-ley 41/2020, de 10 de noviembre, de medidas extraordinarias de carácter social en centros educativos y en el ámbito de la educación en el ocio y de las actividades extraescolares para hacer frente a la crisis sanitaria, económica y social generada por la COVID-19.",Comunidad Autónoma de Cataluña,Acuerdo Colusorio / Discrecionalidad,"Ley 13/2003, de 23 de mayo, reguladora del contrato de concesión de obras públicas.",Transferencia de ingresos vía legalidad,
2026-04-02,"Decreto-ley 43/2020, de 17 de noviembre, por el cual se habilita el Consejo Catalán del Deporte para el otorgamiento de ayudas extraordinarias y de emergencia para hacer frente a la suspensión de la apertura al público de las instalaciones y de los equipamientos deportivos en Cataluña, se crea el Fondo extraordinario adicional 2020 para los entes locales, y se modifica el Decreto-ley 41/2020, de 10 de noviembre, de medidas extraordinarias de carácter social en centros educativos y en el ámbito de la educación en el ocio y de las actividades extraescolares para hacer frente a la crisis sanitaria, económica y social generada por la COVID-19.",Comunidad Autónoma de Cataluña,Acuerdo Colusorio / Discrecionalidad,"Decreto-ley 16/2019, de 26 de noviembre, de medidas urgentes para la emergencia climática y el impulso a las energías renovables.",Transferencia de ingresos vía legalidad,
2026-04-02,"Decreto-ley 43/2020, de 17 de noviembre, por el cual se habilita el Consejo Catalán del Deporte para el otorgamiento de ayudas extraordinarias y de emergencia para hacer frente a la suspensión de la apertura al público de las instalaciones y de los equipamientos deportivos en Cataluña, se crea el Fondo extraordinario adicional 2020 para los entes locales, y se modifica el Decreto-ley 41/2020, de 10 de noviembre, de medidas extraordinarias de carácter social en centros educativos y en el ámbito de la educación en el ocio y de las actividades extraescolares para hacer frente a la crisis sanitaria, económica y social generada por la COVID-19.",Comunidad Autónoma de Cataluña,Acuerdo Colusorio / Discrecionalidad,"Decreto-ley 3/2017, de 4 de agosto, de modificación de la Ley 8/2012, de 19 de julio, del turismo de las Illes Balears, y de medidas para afrontar la emergencia en materia de vivienda en las Illes Balears.",Transferencia de ingresos vía legalidad,
2026-04-02,"Decreto-ley 43/2020, de 17 de noviembre, por el cual se habilita el Consejo Catalán del Deporte para el otorgamiento de ayudas extraordinarias y de emergencia para hacer frente a la suspensión de la apertura al público de las instalaciones y de los equipamientos deportivos en Cataluña, se crea el Fondo extraordinario adicional 2020 para los entes locales, y se modifica el Decreto-ley 41/2020, de 10 de noviembre, de medidas extraordinarias de carácter social en centros educativos y en el ámbito de la educación en el ocio y de las actividades extraescolares para hacer frente a la crisis sanitaria, económica y social generada por la COVID-19.",Comunidad Autónoma de Cataluña,Acuerdo Colusorio / Discrecionalidad,"Decreto-ley 3/2020, de 16 de marzo, de medidas de apoyo financiero y tributario al sector económico, de agilización de actuaciones administrativas y de medidas de emergencia social, para luchar contra los efectos de la evolución del coronavirus (COVID-19).",Transferencia de ingresos vía legalidad,
2026-04-02,"Decreto-ley 43/2020, de 17 de noviembre, por el cual se habilita el Consejo Catalán del Deporte para el otorgamiento de ayudas extraordinarias y de emergencia para hacer frente a la suspensión de la apertura al público de las instalaciones y de los equipamientos deportivos en Cataluña, se crea el Fondo extraordinario adicional 2020 para los entes locales, y se modifica el Decreto-ley 41/2020, de 10 de noviembre, de medidas extraordinarias de carácter social en centros educativos y en el ámbito de la educación en el ocio y de las actividades extraescolares para hacer frente a la crisis sanitaria, económica y social generada por la COVID-19.",Comunidad Autónoma de Cataluña,Acuerdo Colusorio / Discrecionalidad,"Decreto-ley 7/2020, de 24 de abril, por el que se aprueban medidas urgentes en materia de educación, para paliar los efectos de la emergencia sanitaria provocada por el COVID-19.",Transferencia de ingresos vía legalidad,
