id,titulo,entidad,sectores_crs,pais_region,importe_eur,fecha,fuente,url_recurso,codigo_crs,ambito,region_ocde,score_cruce,en_place,score_cruce_bdns,en_bdns,id_bdns,eslabon_corte,nombre_eslabon,score_trazabilidad,ruptura_r1,ruptura_r2,ruptura_r3,es_ooii,score_riesgo,score_trazabilidad_inv,score_integrado,clasificacion
z11-24-01-03104,Financiación para la prevención de la violencia de género y salud sexual en crisis humanitarias,Fondo de Población de Naciones Unidas,72050 - Coordinación de la ayuda y servicios de apoyo,Países en Vías de Desarrollo (No Especificado),600000.0,2024-01-01,datos.aecid.es/lista-de-intervenciones,https://datos.aecid.es/w/z11-24-01-03104,72050,Acción Humanitaria,No Especificado,0,False,60.0,False,,4,Destino geográfico declarado,56,False,True,True,False,32.4,44,37.04,AMARILLO
z11-24-01-03103,Servicios de salud sexual y reproductiva en Ucrania,Fondo de Población de Naciones Unidas,72011 - Servicios básicos de salud en emergencias,Ucrania,3600000.0,2024-01-01,datos.aecid.es/lista-de-intervenciones,https://datos.aecid.es/w/z11-24-01-03103,72011,Acción Humanitaria,Otras Regiones,0,False,60.0,False,,4,Destino geográfico declarado,56,False,True,True,False,32.4,44,37.04,AMARILLO
z11-24-01-03102,Servicios de planificación familiar para mujeres y jóvenes en Etiopía,Fondo de Población de Naciones Unidas,13030 - Planificación familiar; 15180 - Prevención y eliminación de violencia contra mujeres y niñas,Etiopía,700000.0,2024-01-01,datos.aecid.es/lista-de-intervenciones,https://datos.aecid.es/w/z11-24-01-03102,13030,Sector 13xx,África Subsahariana,100,True,60.0,False,,5,Contratos publicados en PLACE/OCDS,70,False,False,True,False,32.4,30,31.439999999999998,AMARILLO
z11-24-01-03101,Prevención de la violencia y empoderamiento de niñas y adolescentes en Nicaragua,Fondo de Población de Naciones Unidas,15170 - Organizaciones e instituciones de la igualdad de las mujeres,Nicaragua,595000.0,2024-01-01,datos.aecid.es/lista-de-intervenciones,https://datos.aecid.es/w/z11-24-01-03101,15170,Gobernabilidad Democrática,América Latina y Caribe,100,True,60.0,False,,5,Contratos publicados en PLACE/OCDS,70,False,False,True,False,32.4,30,31.439999999999998,AMARILLO
z11-24-01-03009,Consolidación de la cadena de valor de la carne en Malí,FAO - Organización de las Naciones Unidas para la Alimentación y la Agricultura,31163 - Ganadería,Malí,600000.0,2024-01-01,datos.aecid.es/lista-de-intervenciones,https://datos.aecid.es/w/z11-24-01-03009,31163,Desarrollo Rural y Seguridad Alimentaria,África Subsahariana,0,False,58.57142857142856,False,,3,Registro en OOII / BDNS,42,True,True,True,True,46.7,58,51.22,NARANJA
z11-24-01-03008,Seguridad alimentaria y formación en América Latina y el Caribe,FAO - Organización de las Naciones Unidas para la Alimentación y la Agricultura,43072 - Seguridad Alimentaria y Calidad; 15150 - Fortalecimiento de la sociedad civil; 15112 - Descentralización y apoyo a los gobiernos regionales y locales,América Latina y Caribe (No Especificado),2100000.0,2024-01-01,datos.aecid.es/lista-de-intervenciones,https://datos.aecid.es/w/z11-24-01-03008,43072,Sector 43xx,No Especificado,0,False,58.57142857142856,False,,3,Registro en OOII / BDNS,42,True,True,True,True,46.7,58,51.22,NARANJA
z11-24-01-03007,Apoyo a la Coalición de Sistemas Alimentarios de los pueblos indígenas de la FAO,FAO - Organización de las Naciones Unidas para la Alimentación y la Agricultura,15150 - Fortalecimiento de la sociedad civil,Países en Vías de Desarrollo (No Especificado),125000.0,2024-01-01,datos.aecid.es/lista-de-intervenciones,https://datos.aecid.es/w/z11-24-01-03007,15150,Gobernabilidad Democrática,No Especificado,0,False,58.57142857142856,False,,3,Registro en OOII / BDNS,42,True,True,False,True,46.7,58,51.22,NARANJA
z11-24-01-03006,Apoyo al Comité de seguridad alimentaria de la FAO,FAO - Organización de las Naciones Unidas para la Alimentación y la Agricultura,43072 - Seguridad Alimentaria y Calidad,Países en Vías de Desarrollo (No Especificado),100000.0,2024-01-01,datos.aecid.es/lista-de-intervenciones,https://datos.aecid.es/w/z11-24-01-03006,43072,Sector 43xx,No Especificado,0,False,58.57142857142856,False,,3,Registro en OOII / BDNS,42,True,True,False,True,46.7,58,51.22,NARANJA
z11-24-01-03005,Agua y seguridad alimentaria para África,FAO - Organización de las Naciones Unidas para la Alimentación y la Agricultura,41010 - Política medioambiental y gestión administrativa; 43071 - Programas de seguridad alimentaria en los hogares; 43072 - Seguridad Alimentaria y Calidad; 43040 - Desarrollo rural; 15160 - Derechos humanos,"Malí, Mauritania, Níger, Senegal",675000.0,2024-01-01,datos.aecid.es/lista-de-intervenciones,https://datos.aecid.es/w/z11-24-01-03005,41010,Medio Ambiente y Cambio Climático,África Subsahariana,100,True,58.57142857142856,False,,3,Registro en OOII / BDNS,42,True,False,True,True,46.7,58,51.22,NARANJA
z11-24-01-03004,Derecho a una alimentación adecuada,FAO - Organización de las Naciones Unidas para la Alimentación y la Agricultura,43071 - Programas de seguridad alimentaria en los hogares; 43072 - Seguridad Alimentaria y Calidad; 15160 - Derechos humanos; 43010 - Ayuda multisectorial,Países en Vías de Desarrollo (No Especificado),400000.0,2024-01-01,datos.aecid.es/lista-de-intervenciones,https://datos.aecid.es/w/z11-24-01-03004,43071,Sector 43xx,No Especificado,0,False,58.57142857142856,False,,3,Registro en OOII / BDNS,42,True,True,False,True,46.7,58,51.22,NARANJA
z11-24-01-03003,Oportunidades económicas sostenibles y seguridad alimentaria para mujeres indígenas en Venezuela,FAO - Organización de las Naciones Unidas para la Alimentación y la Agricultura,31161 - Producción de alimentos agrícolas; 31181 - Enseñanza / formación agraria; 31193 - Servicios financieros agrícolas; 31120 - Desarrollo agrario,Venezuela,300000.0,2024-01-01,datos.aecid.es/lista-de-intervenciones,https://datos.aecid.es/w/z11-24-01-03003,31161,Desarrollo Rural y Seguridad Alimentaria,América Latina y Caribe,0,False,58.57142857142856,False,,3,Registro en OOII / BDNS,42,True,True,False,True,46.7,58,51.22,NARANJA
z11-24-01-03002,Sistemas agroalimentarios sostenibles en Palestina,FAO - Organización de las Naciones Unidas para la Alimentación y la Agricultura,31120 - Desarrollo agrario,Palestina,1000000.0,2024-01-01,datos.aecid.es/lista-de-intervenciones,https://datos.aecid.es/w/z11-24-01-03002,31120,Desarrollo Rural y Seguridad Alimentaria,Norte de África y Oriente Medio,0,False,58.57142857142856,False,,3,Registro en OOII / BDNS,42,True,True,True,True,46.7,58,51.22,NARANJA
z11-24-01-03001,Empleo juvenil y emprendimiento agrícola en Oriente Medio y Norte de África,FAO - Organización de las Naciones Unidas para la Alimentación y la Agricultura,16020 - Creación de empleo; 31191 - Servicios agrícolas,Mediterráneo y Mundo Árabe (No Especificado),1250000.0,2024-01-01,datos.aecid.es/lista-de-intervenciones,https://datos.aecid.es/w/z11-24-01-03001,16020,Sector 16xx,No Especificado,0,False,58.57142857142856,False,,3,Registro en OOII / BDNS,42,True,True,True,True,46.7,58,51.22,NARANJA
z11-24-01-02907,Equipos Médicos de Emergencia para países en vías de desarrollo,OPS - Organización Panamericana de la Salud,72011 - Servicios básicos de salud en emergencias,Países en Vías de Desarrollo (No Especificado),500000.0,2024-01-01,datos.aecid.es/lista-de-intervenciones,https://datos.aecid.es/w/z11-24-01-02907,72011,Acción Humanitaria,No Especificado,0,False,56.09756097560976,False,,4,Destino geográfico declarado,56,False,True,True,False,27.0,44,33.8,AMARILLO
z11-24-01-02906,Acceso a servicios sanitarios para adolescentes y niñas supervivientes de violencia sexual,OPS - Organización Panamericana de la Salud,12110 - Política sanitaria y gestión administrativa; 12181 - Enseñanza / formación médicas,América Latina y Caribe (No Especificado),250000.0,2024-01-01,datos.aecid.es/lista-de-intervenciones,https://datos.aecid.es/w/z11-24-01-02906,12110,Salud,No Especificado,0,False,56.09756097560976,False,,4,Destino geográfico declarado,56,False,True,False,False,27.0,44,33.8,AMARILLO
z11-24-01-02905,Refuerzo de recursos humanos en atención primaria,OPS - Organización Panamericana de la Salud,12281 - Formación personal sanitario; 12261 - Educación sanitaria; 12110 - Política sanitaria y gestión administrativa; 12191 - Servicios médicos,América (No Especificado),350000.0,2024-01-01,datos.aecid.es/lista-de-intervenciones,https://datos.aecid.es/w/z11-24-01-02905,12281,Salud,No Especificado,0,False,56.09756097560976,False,,4,Destino geográfico declarado,56,False,True,False,False,27.0,44,33.8,AMARILLO
z11-24-01-02904,Innovación y producción de terapias avanzadas en América Latina y el Caribe,OPS - Organización Panamericana de la Salud,12182 - Investigación médica; 12110 - Política sanitaria y gestión administrativa,América Latina y Caribe (No Especificado),400000.0,2024-01-01,datos.aecid.es/lista-de-intervenciones,https://datos.aecid.es/w/z11-24-01-02904,12182,Salud,No Especificado,0,False,56.09756097560976,False,,4,Destino geográfico declarado,56,False,True,False,False,27.0,44,33.8,AMARILLO
z11-24-01-02903,Eliminación del cáncer de cuello de útero o de cérvix,OPS - Organización Panamericana de la Salud,12220 - Atención sanitaria básica; 12281 - Formación personal sanitario; 32168 - Producción farmacéutica,América (No Especificado),1000000.0,2024-01-01,datos.aecid.es/lista-de-intervenciones,https://datos.aecid.es/w/z11-24-01-02903,12220,Salud,No Especificado,0,False,56.09756097560976,False,,4,Destino geográfico declarado,56,False,True,True,False,27.0,44,33.8,AMARILLO
z11-24-01-02902,Mejora de la atención primaria en Panamá,OPS - Organización Panamericana de la Salud,12110 - Política sanitaria y gestión administrativa; 12261 - Educación sanitaria; 13020 - Atención a la salud reproductiva; 12230 - Infraestructura sanitaria básica,Panamá,500000.0,2024-01-01,datos.aecid.es/lista-de-intervenciones,https://datos.aecid.es/w/z11-24-01-02902,12110,Salud,América Latina y Caribe,100,True,56.09756097560976,False,,5,Contratos publicados en PLACE/OCDS,70,False,False,True,False,27.0,30,28.2,AMARILLO
z11-24-01-02901,Prevención de enfermedades no transmisibles y envejecimiento saludable en Cuba,OPS - Organización Panamericana de la Salud,12191 - Servicios médicos; 12261 - Educación sanitaria; 12181 - Enseñanza / formación médicas,Cuba,400000.0,2024-01-01,datos.aecid.es/lista-de-intervenciones,https://datos.aecid.es/w/z11-24-01-02901,12191,Salud,América Latina y Caribe,100,True,56.09756097560976,False,,6,Justificantes y evaluaciones públicas,85,False,False,False,False,27.0,15,22.2,VERDE
z11-24-01-02803,Fortalecer la capacidad de los países de América Latina y el Caribe para implementar los objetivos de la Agenda 2030,CHUB7 - United Nations,15110 - Política de administración y gestión del sector público; 15112 - Descentralización y apoyo a los gobiernos regionales y locales,América Latina y Caribe (No Especificado),350000.0,2024-01-01,datos.aecid.es/lista-de-intervenciones,https://datos.aecid.es/w/z11-24-01-02803,15110,Gobernabilidad Democrática,No Especificado,0,False,59.45945945945945,False,,4,Destino geográfico declarado,56,False,True,False,False,32.1,44,36.86,AMARILLO
z11-24-01-02802,Igualdad de género y sociedad del cuidado en América Latina y el Caribe,CHUB7 - United Nations,15180 - Prevención y eliminación de violencia contra mujeres y niñas; 15160 - Derechos humanos,América Latina y Caribe (No Especificado),300000.0,2024-01-01,datos.aecid.es/lista-de-intervenciones,https://datos.aecid.es/w/z11-24-01-02802,15180,Gobernabilidad Democrática,No Especificado,0,False,59.45945945945945,False,,4,Destino geográfico declarado,56,False,True,False,False,32.1,44,36.86,AMARILLO
z11-24-01-02801,Política fiscal para el desarrollo sostenible en América Latina y el Caribe,CHUB7 - United Nations,15114 - Política fiscal y apoyo a la administración tributaria; 15111 - Gestión financiera del sector público,América Latina y Caribe (No Especificado),750000.0,2024-01-01,datos.aecid.es/lista-de-intervenciones,https://datos.aecid.es/w/z11-24-01-02801,15114,Gobernabilidad Democrática,No Especificado,0,False,59.45945945945945,False,,4,Destino geográfico declarado,56,False,True,True,False,32.1,44,36.86,AMARILLO
z11-24-01-02712,Análisis sobre el desarrollo humano en Honduras,PNUD - Programa de las Naciones Unidas para el Desarrollo,15127 - Monitoreo y evaluación nacional,Honduras,50000.0,2024-01-01,datos.aecid.es/lista-de-intervenciones,https://datos.aecid.es/w/z11-24-01-02712,15127,Gobernabilidad Democrática,América Latina y Caribe,100,True,60.0,False,,3,Registro en OOII / BDNS,42,True,False,False,True,40.1,58,47.260000000000005,AMARILLO
z11-24-01-02710,Análisis regional sobre el desarrollo humano en el Cono Sur,PNUD - Programa de las Naciones Unidas para el Desarrollo,15110 - Política de administración y gestión del sector público,Cono Sur (No Especificado),400000.0,2024-01-01,datos.aecid.es/lista-de-intervenciones,https://datos.aecid.es/w/z11-24-01-02710,15110,Gobernabilidad Democrática,No Especificado,0,False,60.0,False,,3,Registro en OOII / BDNS,42,True,True,False,True,40.1,58,47.260000000000005,AMARILLO
z11-24-01-02709,Financiación para el desarrollo sostenible en países prioritarios de la cooperación española,PNUD - Programa de las Naciones Unidas para el Desarrollo,15117 - Planificación presupuestaria,"Cabo Verde, Cuba, Ecuador, Egipto, Filipinas, Mauritania, México, Senegal",1000000.0,2024-01-01,datos.aecid.es/lista-de-intervenciones,https://datos.aecid.es/w/z11-24-01-02709,15117,Gobernabilidad Democrática,América Latina y Caribe,100,True,60.0,False,,3,Registro en OOII / BDNS,42,True,False,True,True,40.1,58,47.260000000000005,AMARILLO
z11-24-01-02708,Impulso a la acción climática a través del programa Climate Promise en paises prioritarios de la cooperacion española,PNUD - Programa de las Naciones Unidas para el Desarrollo,41010 - Política medioambiental y gestión administrativa,"Cuba, El Salvador, Filipinas, Mauritania, Palestina, Senegal, Túnez",2500000.0,2024-01-01,datos.aecid.es/lista-de-intervenciones,https://datos.aecid.es/w/z11-24-01-02708,41010,Medio Ambiente y Cambio Climático,América Latina y Caribe,100,True,60.0,False,,3,Registro en OOII / BDNS,42,True,False,True,True,40.1,58,47.260000000000005,AMARILLO
z11-24-01-02707,Apoyo a procesos electorales inclusivos y transparentes en en paises prioritarios de la cooperacion española,PNUD - Programa de las Naciones Unidas para el Desarrollo,15151 - Procesos electorales,"Bolivia, Camerún, Chile, Colombia, Ecuador, Etiopía, Filipinas, Guatemala, Honduras, Líbano, Malí, Marruecos, Mozambique, Perú",6000000.0,2024-01-01,datos.aecid.es/lista-de-intervenciones,https://datos.aecid.es/w/z11-24-01-02707,15151,Gobernabilidad Democrática,América Latina y Caribe,100,True,60.0,False,,3,Registro en OOII / BDNS,42,True,False,True,True,40.1,58,47.260000000000005,AMARILLO
z11-24-01-02706,Coordinación entre donantes en Senegal,PNUD - Programa de las Naciones Unidas para el Desarrollo,15150 - Fortalecimiento de la sociedad civil,Senegal,40000.0,2024-01-01,datos.aecid.es/lista-de-intervenciones,https://datos.aecid.es/w/z11-24-01-02706,15150,Gobernabilidad Democrática,África Subsahariana,100,True,60.0,False,,3,Registro en OOII / BDNS,42,True,False,False,True,40.1,58,47.260000000000005,AMARILLO
z11-24-01-02705,Diálogo nacional para la paz y la cohesión social en Etiopía,PNUD - Programa de las Naciones Unidas para el Desarrollo,15230 - Procesos de consolidación de la paz tras conflictos (NNUU),Etiopía,200000.0,2024-01-01,datos.aecid.es/lista-de-intervenciones,https://datos.aecid.es/w/z11-24-01-02705,15230,Gobernabilidad Democrática,África Subsahariana,100,True,60.0,False,,3,Registro en OOII / BDNS,42,True,False,False,True,40.1,58,47.260000000000005,AMARILLO
z11-24-01-02704,Fortalecimiento del gobierno local y desarrollo territorial en Túnez,PNUD - Programa de las Naciones Unidas para el Desarrollo,15112 - Descentralización y apoyo a los gobiernos regionales y locales,Túnez,400000.0,2024-01-01,datos.aecid.es/lista-de-intervenciones,https://datos.aecid.es/w/z11-24-01-02704,15112,Gobernabilidad Democrática,Norte de África y Oriente Medio,0,False,60.0,False,,3,Registro en OOII / BDNS,42,True,True,False,True,40.1,58,47.260000000000005,AMARILLO
z11-24-01-02703,Impulso de una estrategia nacional para la juventud en Argelia,PNUD - Programa de las Naciones Unidas para el Desarrollo,15150 - Fortalecimiento de la sociedad civil,Argelia,200000.0,2024-01-01,datos.aecid.es/lista-de-intervenciones,https://datos.aecid.es/w/z11-24-01-02703,15150,Gobernabilidad Democrática,Norte de África y Oriente Medio,0,False,60.0,False,,3,Registro en OOII / BDNS,42,True,True,False,True,40.1,58,47.260000000000005,AMARILLO
z11-24-01-02702,Desminado humanitario para la recuperación en Ucrania,PNUD - Programa de las Naciones Unidas para el Desarrollo,15250 - Retirada de minas antipersonas,Ucrania,3000000.0,2024-01-01,datos.aecid.es/lista-de-intervenciones,https://datos.aecid.es/w/z11-24-01-02702,15250,Gobernabilidad Democrática,Otras Regiones,0,False,60.0,False,,3,Registro en OOII / BDNS,42,True,True,True,True,40.1,58,47.260000000000005,AMARILLO
z11-24-01-02701,Educación y empleo mediante energía solar en Líbano,PNUD - Programa de las Naciones Unidas para el Desarrollo,23232 - Energía solar - aplicaciones térmicas; 11120 - Servicios e instalaciones educativas y formación,Líbano,1250000.0,2024-01-01,datos.aecid.es/lista-de-intervenciones,https://datos.aecid.es/w/z11-24-01-02701,23232,Sector 23xx,Norte de África y Oriente Medio,0,False,60.0,False,,3,Registro en OOII / BDNS,42,True,True,True,True,40.1,58,47.260000000000005,AMARILLO
z11-24-01-02600,Hub cultural en Leópolis,UNESCO,16061 - Cultura y ocio,Países en Vías de Desarrollo (No Especificado),500000.0,2024-01-01,datos.aecid.es/lista-de-intervenciones,https://datos.aecid.es/w/z11-24-01-02600,16061,Sector 16xx,No Especificado,0,False,46.15384615384615,False,,4,Destino geográfico declarado,56,False,True,True,False,36.9,44,39.739999999999995,AMARILLO
z11-24-01-02500,Protección frente al desplazamiento forzoso de la población palestina en Cisjordania,DG ECHO - Dirección General de Protección Civil y Operaciones de Ayuda Humanitaria Europeas,72050 - Coordinación de la ayuda y servicios de apoyo,Palestina,1000000.0,2024-01-01,datos.aecid.es/lista-de-intervenciones,https://datos.aecid.es/w/z11-24-01-02500,72050,Acción Humanitaria,Norte de África y Oriente Medio,0,False,49.66442953020134,False,,4,Destino geográfico declarado,56,False,True,True,False,37.2,44,39.92,AMARILLO
z11-24-01-02405,Refuerzo de capacidades institucionales de la CEDEAO en África Occidental,ECREEE - ECOWAS Centre for Renewable Energy and Energy Efficiency,15124 - Servicios de personal general,África Occidental (No Especificado),584000.0,2024-01-01,datos.aecid.es/lista-de-intervenciones,https://datos.aecid.es/w/z11-24-01-02405,15124,Gobernabilidad Democrática,No Especificado,0,False,49.55752212389381,False,,4,Destino geográfico declarado,56,False,True,True,False,32.6,44,37.16,AMARILLO
z11-24-01-02404,Capacidades institucionales para la alimentación escolar en África Occidental,ECREEE - ECOWAS Centre for Renewable Energy and Energy Efficiency,52010 - Ayuda Alimentaria,África Occidental (No Especificado),1500000.0,2024-01-01,datos.aecid.es/lista-de-intervenciones,https://datos.aecid.es/w/z11-24-01-02404,52010,Sector 52xx,No Especificado,0,False,49.55752212389381,False,,4,Destino geográfico declarado,56,False,True,True,False,32.6,44,37.16,AMARILLO
z11-24-01-02403,Refuerzo de capacidades institucionales de la CEDEAO en África Occidental,ECREEE - ECOWAS Centre for Renewable Energy and Energy Efficiency,"23210 - Generación de energía, fuentes renovables - múltiples tecnologías",África Occidental (No Especificado),83000.0,2024-01-01,datos.aecid.es/lista-de-intervenciones,https://datos.aecid.es/w/z11-24-01-02403,23210,Sector 23xx,No Especificado,0,False,49.55752212389381,False,,4,Destino geográfico declarado,56,False,True,False,False,32.6,44,37.16,AMARILLO
z11-24-01-02402,Refuerzo institucional para la lucha contra la violencia de género en África Occidental,ECREEE - ECOWAS Centre for Renewable Energy and Energy Efficiency,15170 - Organizaciones e instituciones de la igualdad de las mujeres,África Occidental (No Especificado),83000.0,2024-01-01,datos.aecid.es/lista-de-intervenciones,https://datos.aecid.es/w/z11-24-01-02402,15170,Gobernabilidad Democrática,No Especificado,0,False,49.55752212389381,False,,4,Destino geográfico declarado,56,False,True,False,False,32.6,44,37.16,AMARILLO
z11-24-01-02401,Transición a una economía circular de energía limpia en África Occidental,ECREEE - ECOWAS Centre for Renewable Energy and Energy Efficiency,"23181 - Educación, formación en temas energéticos; 23210 - Generación de energía, fuentes renovables - múltiples tecnologías; 32161 - Agroindustrias; 41081 - Educación / formación medioambiental","Benín, Guinea, Nigeria, Sierra Leona",781000.0,2024-01-01,datos.aecid.es/lista-de-intervenciones,https://datos.aecid.es/w/z11-24-01-02401,23181,Sector 23xx,África Subsahariana,0,False,49.55752212389381,False,,4,Destino geográfico declarado,56,False,True,True,False,32.6,44,37.16,AMARILLO
z11-24-01-02304,Capacitación y apoyo en igualdad de género en acción humanitaria,OCHA - Oficina de Coordinación de Asuntos Humanitarios,72050 - Coordinación de la ayuda y servicios de apoyo,Países en Vías de Desarrollo (No Especificado),150000.0,2024-01-01,datos.aecid.es/lista-de-intervenciones,https://datos.aecid.es/w/z11-24-01-02304,72050,Acción Humanitaria,No Especificado,0,False,57.14285714285714,False,,4,Destino geográfico declarado,56,False,True,False,False,34.3,44,38.18,AMARILLO
z11-24-01-02303,Coordinación humanitaria global para mejorar la respuesta en crisis,OCHA - Oficina de Coordinación de Asuntos Humanitarios,72050 - Coordinación de la ayuda y servicios de apoyo,Países en Vías de Desarrollo (No Especificado),2000000.0,2024-01-01,datos.aecid.es/lista-de-intervenciones,https://datos.aecid.es/w/z11-24-01-02303,72050,Acción Humanitaria,No Especificado,0,False,57.14285714285714,False,,4,Destino geográfico declarado,56,False,True,True,False,34.3,44,38.18,AMARILLO
z11-24-01-02302,Apoyo a instrumentos de respuesta a emergencias de Naciones Unidas,OCHA - Oficina de Coordinación de Asuntos Humanitarios,72050 - Coordinación de la ayuda y servicios de apoyo,Países en Vías de Desarrollo (No Especificado),50000.0,2024-01-01,datos.aecid.es/lista-de-intervenciones,https://datos.aecid.es/w/z11-24-01-02302,72050,Acción Humanitaria,No Especificado,0,False,57.14285714285714,False,,4,Destino geográfico declarado,56,False,True,False,False,34.3,44,38.18,AMARILLO
z11-24-01-01700,"Lucha global contra el sida, la tuberculosis y la malaria","Fondo Mundial de Lucha contra el SIDA, la Tuberculosis y la Malaria","12262 - Control de la malaria; 12263 - Control de la tuberculosis; 13040 - Lucha contra las ETS (Enfermedades de Transmisión Sexual), incluye SIDA; 12230 - Infraestructura sanitaria básica",Países en Vías de Desarrollo (No Especificado),85000000.0,2024-01-01,datos.aecid.es/lista-de-intervenciones,https://datos.aecid.es/w/z11-24-01-01700,12262,Salud,No Especificado,0,False,53.448275862068975,False,,3,Registro en OOII / BDNS,42,True,True,True,True,49.4,58,52.84,NARANJA
z11-24-01-01600,Apoyo a la Alianza Mundial para la Educación,GPE - Global Partnership for Education,11110 - Política educativa y gestión administrativa,Países en Vías de Desarrollo (No Especificado),20000000.0,2024-01-01,datos.aecid.es/lista-de-intervenciones,https://datos.aecid.es/w/z11-24-01-01600,11110,Educación,No Especificado,0,False,48.57142857142858,False,,4,Destino geográfico declarado,56,False,True,True,False,36.9,44,39.739999999999995,AMARILLO
z11-24-01-01500,Apoyo al sistema interamericano de derechos humanos,OEA - Organización Estados Americanos,15220 - Construcción de la Paz y prevención y solución de conflictos; 15150 - Fortalecimiento de la sociedad civil; 15160 - Derechos humanos,América Latina y Caribe (No Especificado),2000000.0,2024-01-01,datos.aecid.es/lista-de-intervenciones,https://datos.aecid.es/w/z11-24-01-01500,15220,Gobernabilidad Democrática,No Especificado,0,False,54.761904761904766,False,,4,Destino geográfico declarado,56,False,True,True,False,36.9,44,39.739999999999995,AMARILLO
z11-24-01-01400,Apoyo a los sistemas de seguridad y protección social en América Latina,OISS - Organización Iberoamericana de Seguridad Social,16010 - Protección social,América Latina y Caribe (No Especificado),600000.0,2024-01-01,datos.aecid.es/lista-de-intervenciones,https://datos.aecid.es/w/z11-24-01-01400,16010,Sector 16xx,No Especificado,0,False,50.0,False,,4,Destino geográfico declarado,56,False,True,True,False,36.9,44,39.739999999999995,AMARILLO
z11-24-01-01302,Cooperación educativa iberoamericana a través de la Organización de Estados Iberoamericanos,"OEI - Organización de Estados Iberoamericanos para la Educación, la Ciencia y la Cultura",11110 - Política educativa y gestión administrativa,América Latina y Caribe (No Especificado),600000.0,2024-01-01,datos.aecid.es/lista-de-intervenciones,https://datos.aecid.es/w/z11-24-01-01302,11110,Educación,No Especificado,0,False,65.18518518518519,False,,4,Destino geográfico declarado,56,False,True,True,False,28.7,44,34.82,AMARILLO
z11-24-01-01200,Apoyo a la agricultura y a la seguridad alimentaria global,GAFSP - Programa Global para la Agricultura y la Seguridad Alimentaria,52010 - Ayuda Alimentaria,Países en Vías de Desarrollo (No Especificado),8000000.0,2024-01-01,datos.aecid.es/lista-de-intervenciones,https://datos.aecid.es/w/z11-24-01-01200,52010,Sector 52xx,No Especificado,0,False,52.54237288135592,False,,4,Destino geográfico declarado,56,False,True,True,False,36.9,44,39.739999999999995,AMARILLO
z11-24-01-01102,Apoyo a la cooperación iberoamericana en gobernabilidad,SEGIB - Secretaría General Iberoamericana,15110 - Política de administración y gestión del sector público,América Latina y Caribe (No Especificado),2300000.0,2024-01-01,datos.aecid.es/lista-de-intervenciones,https://datos.aecid.es/w/z11-24-01-01102,15110,Gobernabilidad Democrática,No Especificado,0,False,48.10126582278481,False,,4,Destino geográfico declarado,56,False,True,True,False,30.6,44,35.96,AMARILLO
z11-24-01-01000,Mejora de las condiciones de vida de la población refugiada palestina,UNRWA,72040 - Asistencia alimentaria de emergencia,Palestina,3500000.0,2024-01-01,datos.aecid.es/lista-de-intervenciones,https://datos.aecid.es/w/z11-24-01-01000,72040,Acción Humanitaria,Norte de África y Oriente Medio,0,False,37.5,False,,4,Destino geográfico declarado,56,False,True,True,False,35.9,44,39.14,AMARILLO
z11-24-01-00803,Educación en emergencias para la infancia afectada por la guerra en Ucrania,UNICEF - Fondo de las Naciones Unidas para la Infancia,72012 - Educación en emergencias,Ucrania,3000000.0,2024-01-01,datos.aecid.es/lista-de-intervenciones,https://datos.aecid.es/w/z11-24-01-00803,72012,Acción Humanitaria,Otras Regiones,0,False,48.97959183673469,False,,3,Registro en OOII / BDNS,42,True,True,True,True,47.2,58,51.52,NARANJA
z11-24-01-00802,Educación en emergencias para la población saharaui refugiada en Tinduf,UNICEF - Fondo de las Naciones Unidas para la Infancia,72012 - Educación en emergencias,Población Refugiada Saharaui,2200000.0,2024-01-01,datos.aecid.es/lista-de-intervenciones,https://datos.aecid.es/w/z11-24-01-00802,72012,Acción Humanitaria,Otras Regiones,0,False,48.97959183673469,False,,3,Registro en OOII / BDNS,42,True,True,True,True,47.2,58,51.52,NARANJA
z11-24-01-00801,Salud materno-infantil para población refugiada saharaui en Tinduf,UNICEF - Fondo de las Naciones Unidas para la Infancia,72011 - Servicios básicos de salud en emergencias,Población Refugiada Saharaui,1400000.0,2024-01-01,datos.aecid.es/lista-de-intervenciones,https://datos.aecid.es/w/z11-24-01-00801,72011,Acción Humanitaria,Otras Regiones,0,False,48.97959183673469,False,,3,Registro en OOII / BDNS,42,True,True,True,True,47.2,58,51.52,NARANJA
z11-24-01-00711,Apoyo a los vuelos humanitarios en Níger,PMA - Programa Mundial de Alimentos,72040 - Asistencia alimentaria de emergencia,Níger,200000.0,2024-01-01,datos.aecid.es/lista-de-intervenciones,https://datos.aecid.es/w/z11-24-01-00711,72040,Acción Humanitaria,África Subsahariana,100,True,53.84615384615385,False,,3,Registro en OOII / BDNS,42,True,False,False,True,44.7,58,50.02,NARANJA
z11-24-01-00710,Alimentación escolar de emergencia en Níger,PMA - Programa Mundial de Alimentos,72040 - Asistencia alimentaria de emergencia,Níger,1800000.0,2024-01-01,datos.aecid.es/lista-de-intervenciones,https://datos.aecid.es/w/z11-24-01-00710,72040,Acción Humanitaria,África Subsahariana,100,True,53.84615384615385,False,,3,Registro en OOII / BDNS,42,True,False,True,True,44.7,58,50.02,NARANJA
