Fecha_Deteccion,Contrato_Sospechoso,Organismo,Indicador_Riesgo,Evidencia_Legal_BOE,Teoria_Aplicada,link
2026-03-10,"Orden INT/1019/2021, de 27 de septiembre, por la que se adoptan medidas excepcionales en materia de formación permanente de los vigilantes de seguridad privada como consecuencia de la situación de crisis sanitaria ocasionada por COVID-19.",Ministerio del Interior,Discrecionalidad detectada,BOE no disponible en este ciclo,Transferencia de ingresos vía legalidad,
2026-03-10,"Decreto-ley 43/2020, de 17 de noviembre, por el cual se habilita el Consejo Catalán del Deporte para el otorgamiento de ayudas extraordinarias y de emergencia para hacer frente a la suspensión de la apertura al público de las instalaciones y de los equipamientos deportivos en Cataluña, se crea el Fondo extraordinario adicional 2020 para los entes locales, y se modifica el Decreto-ley 41/2020, de 10 de noviembre, de medidas extraordinarias de carácter social en centros educativos y en el ámbito de la educación en el ocio y de las actividades extraescolares para hacer frente a la crisis sanitaria, económica y social generada por la COVID-19.",Comunidad Autónoma de Cataluña,Discrecionalidad detectada,BOE no disponible en este ciclo,Transferencia de ingresos vía legalidad,
