id,titulo,entidad,sectores_crs,pais_region,importe_eur,fecha,fuente,url_recurso
z03-25-01-13900,Seguimiento de la Hoja de Ruta de Economía Circular en Perú,Ministerio del Ambiente de Perú (MINAM),41010 - Política medioambiental y gestión administrativa,Perú,250000.0,2025-01-01,datos.aecid.es/lista-de-intervenciones,https://datos.aecid.es/w/z03-25-01-13900
z03-25-01-13800,Movilización artística juvenil contra las violencias de género en Túnez,Asociación Calam,15180 - Prevención y eliminación de violencia contra mujeres y niñas,Túnez,70000.0,2025-01-01,datos.aecid.es/lista-de-intervenciones,https://datos.aecid.es/w/z03-25-01-13800
z03-25-01-13700,Gobernanza y derechos humanos en entornos digitales de América Latina y Caribe,Fundación Dignitas,15150 - Fortalecimiento de la sociedad civil,América Latina y Caribe (No Especificado),270000.0,2025-01-01,datos.aecid.es/lista-de-intervenciones,https://datos.aecid.es/w/z03-25-01-13700
z03-25-01-13500,Participación juvenil a través de la mejora de estructuras públicas en Túnez,NOVACT - Asociación Instituto Internacional por la Acción No Violenta,15160 - Derechos humanos,Túnez,446811.0,2025-01-01,datos.aecid.es/lista-de-intervenciones,https://datos.aecid.es/w/z03-25-01-13500
z03-25-01-13400,Incidencia de organizaciones afrodescendientes en América Latina y el Caribe,Asociación de Mujeres Afrocolombianas AMUAFROC,13096 - Estadísticas y datos de población,América Latina y Caribe (No Especificado),155000.0,2025-01-01,datos.aecid.es/lista-de-intervenciones,https://datos.aecid.es/w/z03-25-01-13400
z03-25-01-13300,Salud mental y apoyo psicosocial en comunidades afectadas por conflictos en Etiopía,Ministerio Federal de Salud de Etiopía,12181 - Enseñanza / formación médicas,Etiopía,12680.0,2025-01-01,datos.aecid.es/lista-de-intervenciones,https://datos.aecid.es/w/z03-25-01-13300
z03-25-01-13200,"Puesta en valor del centro histórico de Chachapoyas, Perú",Municipalidad Provincial de Chachapoyas,41040 - Protección del patrimonio cultural,Perú,100000.0,2025-01-01,datos.aecid.es/lista-de-intervenciones,https://datos.aecid.es/w/z03-25-01-13200
z03-25-01-13100,"Rehabilitación patrimonial de la Casona Santa Ana en Chachapoyas, Perú",Universidad Nacional (UNTRM),41040 - Protección del patrimonio cultural,Perú,20000.0,2025-01-01,datos.aecid.es/lista-de-intervenciones,https://datos.aecid.es/w/z03-25-01-13100
z03-25-01-12900,Desarrollo del programa Ibermedia para impulsar la industria audiovisual iberoamericana,CACI - Conferencia De Autoridades,16061 - Cultura y ocio,América Latina y Caribe (No Especificado),350000.0,2025-01-01,datos.aecid.es/lista-de-intervenciones,https://datos.aecid.es/w/z03-25-01-12900
z03-25-01-12800,Acceso a energía limpia en la comarca Ngäbe-Buglé de Panamá,Fundación Nuestra Señora del Camino,16020 - Creación de empleo; 15170 - Organizaciones e instituciones de la igualdad de las mujeres; 31130 - Tierras cultivables,Panamá,276639.0,2025-01-01,datos.aecid.es/lista-de-intervenciones,https://datos.aecid.es/w/z03-25-01-12800
z03-25-01-12700,Conservación de ecosistemas estratégicos y reservas naturales en Colombia,Red Adelco Colombia,41030 - Biodiversidad,Colombia,400000.0,2025-01-01,datos.aecid.es/lista-de-intervenciones,https://datos.aecid.es/w/z03-25-01-12700
z03-25-01-12600,"Conservación y uso sostenible del sistema bofedales, camélidos y comunidades en Bolivia",IICA - Instituto Interamericano de Cooperación para la Agricultura,41020 - Protección de la biosfera,Bolivia,400000.0,2025-01-01,datos.aecid.es/lista-de-intervenciones,https://datos.aecid.es/w/z03-25-01-12600
z03-25-01-12500,Implementación de derechos de los pueblos indígenas en América Latina y Caribe,FILAC - Fondo para el Desarrollo de los Pueblos Indígenas de America Latina,15150 - Fortalecimiento de la sociedad civil,América Latina y Caribe (No Especificado),355000.0,2025-01-01,datos.aecid.es/lista-de-intervenciones,https://datos.aecid.es/w/z03-25-01-12500
z03-25-01-12400,Liderazgo juvenil afrodescendiente para la construcción de paz en Colombia,Corporación Manos Visibles,15150 - Fortalecimiento de la sociedad civil,Colombia,250000.0,2025-01-01,datos.aecid.es/lista-de-intervenciones,https://datos.aecid.es/w/z03-25-01-12400
z03-25-01-12200,Diálogos para fortalecer liderazgos democráticos emergentes,Acción Ciudadana,15150 - Fortalecimiento de la sociedad civil,América Latina y Caribe (No Especificado),200000.0,2025-01-01,datos.aecid.es/lista-de-intervenciones,https://datos.aecid.es/w/z03-25-01-12200
z03-25-01-12100,Exposición de arte prehispánico y cooperación cultural entre España y México,SEGIB - Secretaría General Iberoamericana,16061 - Cultura y ocio,México,500000.0,2025-01-01,datos.aecid.es/lista-de-intervenciones,https://datos.aecid.es/w/z03-25-01-12100
z03-25-01-12000,Adaptación al cambio climático en la cuenca del Canal de Panamá,FUDIS - Fundación para el Desarrollo Integrado Sustentable,41010 - Política medioambiental y gestión administrativa,Panamá,202840.0,2025-01-01,datos.aecid.es/lista-de-intervenciones,https://datos.aecid.es/w/z03-25-01-12000
z03-25-01-11900,Redes de aprendizaje para la conservación ambiental en América Latina,ICC - Instituto Privado de Investigación sobre Cambio Climático,41030 - Biodiversidad,América Latina y Caribe (No Especificado),200000.0,2025-01-01,datos.aecid.es/lista-de-intervenciones,https://datos.aecid.es/w/z03-25-01-11900
z03-25-01-11800,Empoderamiento de mujeres en la gobernanza minera local en Filipinas,"Bantay Kita, INC",15160 - Derechos humanos,Filipinas,110000.0,2025-01-01,datos.aecid.es/lista-de-intervenciones,https://datos.aecid.es/w/z03-25-01-11800
z03-25-01-11700,Gobernanza forestal y conservación impulsada por pueblos indígenas en Mesoamérica,"CONEXGUA - Conexión Guatemala, ONG",15170 - Organizaciones e instituciones de la igualdad de las mujeres; 41030 - Biodiversidad; 41010 - Política medioambiental y gestión administrativa,"Costa Rica, Guatemala, Honduras, México, Panamá",400000.0,2025-01-01,datos.aecid.es/lista-de-intervenciones,https://datos.aecid.es/w/z03-25-01-11700
z03-25-01-11600,Reparación transformadora para víctimas de violencia sexual en Guatemala,ICCPG - Instituto de Estudios Comparados en Ciencias Penales de Guatemala,15160 - Derechos humanos,Guatemala,150000.0,2025-01-01,datos.aecid.es/lista-de-intervenciones,https://datos.aecid.es/w/z03-25-01-11600
z03-25-01-11500,Tecnología y educación para la equidad en la salud de la población negra en Brasil,Associacao Preparatoria de Cidadaos do Amanha Instituto Aprecia,12110 - Política sanitaria y gestión administrativa,Brasil,200000.0,2025-01-01,datos.aecid.es/lista-de-intervenciones,https://datos.aecid.es/w/z03-25-01-11500
z03-25-01-11400,Capacidades de mujeres defensoras para prevenir la violencia de género en Perú,DEMUS - Estudio para la Defensa de los Derechos de la Mujer,15170 - Organizaciones e instituciones de la igualdad de las mujeres,Perú,300000.0,2025-01-01,datos.aecid.es/lista-de-intervenciones,https://datos.aecid.es/w/z03-25-01-11400
z03-25-01-11300,Apoyo a políticas educativas inclusivas en Guinea Ecuatorial,ECA - Asociación Escuela Complutense Africana,11110 - Política educativa y gestión administrativa,Guinea Ecuatorial,130000.0,2025-01-01,datos.aecid.es/lista-de-intervenciones,https://datos.aecid.es/w/z03-25-01-11300
z03-25-01-10200,Cocina limpia y eficiencia energética en África Occidental,ECREEE - ECOWAS Centre for Renewable Energy and Energy Efficiency,"23210 - Generación de energía, fuentes renovables - múltiples tecnologías",CEDEAO (Comunidad Económica de Estados de África Occidental),426685.0,2025-01-01,datos.aecid.es/lista-de-intervenciones,https://datos.aecid.es/w/z03-25-01-10200
z03-25-01-09300,Protección a personas defensoras de derechos humanos en América Latina,"Front Line, The International Foundation for the Protection of Human Rights Defenders",15160 - Derechos humanos,América Latina y Caribe (No Especificado),1500000.0,2025-01-01,datos.aecid.es/lista-de-intervenciones,https://datos.aecid.es/w/z03-25-01-09300
z03-25-01-09200,Fortalecimiento de la justicia en derechos sexuales y reproductivos en Perú,JUSDEM - Asociación de Jueces para la Justicia y la Democracia,15170 - Organizaciones e instituciones de la igualdad de las mujeres,Perú,280000.0,2025-01-01,datos.aecid.es/lista-de-intervenciones,https://datos.aecid.es/w/z03-25-01-09200
z03-25-01-08600,Salud y nutrición para población vulnerable en Venezuela,Cáritas Venezuela,72040 - Asistencia alimentaria de emergencia,Venezuela,210000.0,2025-01-01,datos.aecid.es/lista-de-intervenciones,https://datos.aecid.es/w/z03-25-01-08600
z03-25-01-08500,Producción sostenible y resiliencia en el Gran Chaco,"NATIVA - ONG Naturaleza, Tierra y Vida",43040 - Desarrollo rural,"Argentina, Bolivia, Paraguay",460000.0,2025-01-01,datos.aecid.es/lista-de-intervenciones,https://datos.aecid.es/w/z03-25-01-08500
z03-25-01-08200,Apoyo a funcionarios y pensionistas mediante el mecanismo europeo PEGASE,Ministerio de Finanzas de Palestina,15110 - Política de administración y gestión del sector público,Palestina,2000000.0,2025-01-01,datos.aecid.es/lista-de-intervenciones,https://datos.aecid.es/w/z03-25-01-08200
z03-25-01-08100,"Empoderamiento económico de mujeres en Ma’an, Jordania",Al Qantara,15170 - Organizaciones e instituciones de la igualdad de las mujeres,Jordania,340000.0,2025-01-01,datos.aecid.es/lista-de-intervenciones,https://datos.aecid.es/w/z03-25-01-08100
z03-25-01-07900,Protección y profesionalización del sector de los cuidados en Túnez,Health & Psychology,12181 - Enseñanza / formación médicas,Túnez,150000.0,2025-01-01,datos.aecid.es/lista-de-intervenciones,https://datos.aecid.es/w/z03-25-01-07900
z03-25-01-07800,Apoyo alimentario y protección a personas refugiadas saharauis con discapacidad en Tinduf,Media Luna Roja Argelina,72040 - Asistencia alimentaria de emergencia,Población Refugiada Saharaui,460000.0,2025-01-01,datos.aecid.es/lista-de-intervenciones,https://datos.aecid.es/w/z03-25-01-07800
z03-25-01-07700,Formación y empleo juvenil en restauración patrimonial en Potosí,Gobierno Autónomo Municipal Potosí,11330 - Formación profesional,Bolivia,100000.0,2025-01-01,datos.aecid.es/lista-de-intervenciones,https://datos.aecid.es/w/z03-25-01-07700
z03-25-01-07600,Empleo juvenil y patrimonio cultural en la Chiquitanía,Asociación Civil Plan Misiones,11330 - Formación profesional,Bolivia,125000.0,2025-01-01,datos.aecid.es/lista-de-intervenciones,https://datos.aecid.es/w/z03-25-01-07600
z03-25-01-07500,Formación juvenil en conservación del patrimonio en Moxos,Asociación Civil Plan Moxos,11330 - Formación profesional,Bolivia,125000.0,2025-01-01,datos.aecid.es/lista-de-intervenciones,https://datos.aecid.es/w/z03-25-01-07500
z03-25-01-07400,Conservación del patrimonio y empleo juvenil en la Escuela Taller de La Paz,Gobierno Autónomo Municipal La Paz,11330 - Formación profesional,Bolivia,55000.0,2025-01-01,datos.aecid.es/lista-de-intervenciones,https://datos.aecid.es/w/z03-25-01-07400
z03-25-01-07300,Formación en oficios de la construcción para jóvenes en San Pedro,"OEI - Organización de Estados Iberoamericanos para la Educación, la Ciencia y la Cultura",11330 - Formación profesional,Paraguay,100000.0,2025-01-01,datos.aecid.es/lista-de-intervenciones,https://datos.aecid.es/w/z03-25-01-07300
z03-25-01-07200,Formación juvenil en gestión del agua y saneamiento en Paraguay,CEAMSO - Centro de Estudios Ambientales y Sociales,11330 - Formación profesional,Paraguay,100000.0,2025-01-01,datos.aecid.es/lista-de-intervenciones,https://datos.aecid.es/w/z03-25-01-07200
z03-25-01-07100,Formación técnico-profesional de jóvenes en la Escuela Taller de Encarnación,Consejo Consultivo de Turismo de la Ciudad de Encarnacion,11330 - Formación profesional,Paraguay,50000.0,2025-01-01,datos.aecid.es/lista-de-intervenciones,https://datos.aecid.es/w/z03-25-01-07100
z03-25-01-06900,Respuesta humanitaria integral a comunidades étnicas del Chocó,COADFORPAZ - Corporación Administrativa de Formación y Construcción de Paz,15220 - Construcción de la Paz y prevención y solución de conflictos; 72040 - Asistencia alimentaria de emergencia,Colombia,400000.0,2025-01-01,datos.aecid.es/lista-de-intervenciones,https://datos.aecid.es/w/z03-25-01-06900
z03-25-01-06700,Protección legal de comunidades palestinas frente al desplazamiento,Haqel,15220 - Construcción de la Paz y prevención y solución de conflictos,Palestina,300000.0,2025-01-01,datos.aecid.es/lista-de-intervenciones,https://datos.aecid.es/w/z03-25-01-06700
z03-25-01-06600,Cultura y financiación para el desarrollo sostenible en Iberoamérica,SEGIB - Secretaría General Iberoamericana,16061 - Cultura y ocio,América Latina y Caribe (No Especificado),35000.0,2025-01-01,datos.aecid.es/lista-de-intervenciones,https://datos.aecid.es/w/z03-25-01-06600
z03-25-01-06500,Encuesta Latinobarómetro para el análisis de la democracia en América Latina,Corporación de Estudios de Opinión Pública Latinoamericana - Latinobar,16062 - Capacitación estadística,América Latina y Caribe (No Especificado),200000.0,2025-01-01,datos.aecid.es/lista-de-intervenciones,https://datos.aecid.es/w/z03-25-01-06500
z03-25-01-06400,Acceso a mercados y fortalecimiento de pymes en el norte del Líbano,Fair Trade Lebanon,25030 - Servicios de desarrollo empresarial,Líbano,400000.0,2025-01-01,datos.aecid.es/lista-de-intervenciones,https://datos.aecid.es/w/z03-25-01-06400
z03-25-01-06300,Adaptación climática y conservación de la biodiversidad en la Amazonía andina,UICN - Union Internationale Pour la Conservation de la Nature Et de Ses Ressources,41030 - Biodiversidad,"Ecuador, Perú",500000.0,2025-01-01,datos.aecid.es/lista-de-intervenciones,https://datos.aecid.es/w/z03-25-01-06300
z03-25-01-06200,Gestión sostenible del agua con enfoque de género en la región andina,FFLA - Fundación Futuro Latinoamericano Internacional,14015 - Protección de recursos hídricos,"Colombia, Ecuador, Perú",400000.0,2025-01-01,datos.aecid.es/lista-de-intervenciones,https://datos.aecid.es/w/z03-25-01-06200
z03-25-01-05900,Reconstrucción y puesta en valor del patrimonio de La Jalca Grande,Municipalidad Distrital de La Jalca Grande,41040 - Protección del patrimonio cultural,Perú,200000.0,2025-01-01,datos.aecid.es/lista-de-intervenciones,https://datos.aecid.es/w/z03-25-01-05900
z03-25-01-05800,Atención primaria de enfermedades no transmisibles en Jordania,Ministerio de Salud Jordano,12310 - Prevención y control de las enfermedades no transmisibles en general,Jordania,1000000.0,2025-01-01,datos.aecid.es/lista-de-intervenciones,https://datos.aecid.es/w/z03-25-01-05800
z03-25-01-05700,Salud sexual y reproductiva de mujeres vulnerables en Túnez,Of Nacional a Familia y Población,13020 - Atención a la salud reproductiva,Túnez,170000.0,2025-01-01,datos.aecid.es/lista-de-intervenciones,https://datos.aecid.es/w/z03-25-01-05700
z03-25-01-05600,Atención psicosocial y protección de mujeres y adolescentes en Gaza,Aisha,12191 - Servicios médicos,Palestina,200000.0,2025-01-01,datos.aecid.es/lista-de-intervenciones,https://datos.aecid.es/w/z03-25-01-05600
z03-25-01-05500,Sistema agroalimentario Chakra Amazónica para seguridad alimentaria en Ecuador,Fundación HEIFER Ecuador,31161 - Producción de alimentos agrícolas,Ecuador,350000.0,2025-01-01,datos.aecid.es/lista-de-intervenciones,https://datos.aecid.es/w/z03-25-01-05500
z03-25-01-05400,Autonomía económica de las mujeres a través de las Escuelas Taller en Colombia,Fundación Escuela Taller Barichara,15170 - Organizaciones e instituciones de la igualdad de las mujeres,Colombia,300000.0,2025-01-01,datos.aecid.es/lista-de-intervenciones,https://datos.aecid.es/w/z03-25-01-05400
z03-25-01-05000,Acceso a servicios de salud para población refugiada en Egipto,Save The Children International,12110 - Política sanitaria y gestión administrativa; 52010 - Ayuda Alimentaria; 15150 - Fortalecimiento de la sociedad civil,Egipto,400000.0,2025-01-01,datos.aecid.es/lista-de-intervenciones,https://datos.aecid.es/w/z03-25-01-05000
z03-25-01-04900,Diálogo global y fortalecimiento de los derechos humanos,CAJAR - Corporación Colectivo de Abogados y Abogadas José Alvear Restrepo,15160 - Derechos humanos,Colombia,100000.0,2025-01-01,datos.aecid.es/lista-de-intervenciones,https://datos.aecid.es/w/z03-25-01-04900
z03-25-01-04800,Gestión integral del sargazo y adaptación climática en México,IMIPAS - Instituto Mexicano de Investigación en Pesca y Acuacultura Sustentables,41082 - Investigación medioambiental,México,400000.0,2025-01-01,datos.aecid.es/lista-de-intervenciones,https://datos.aecid.es/w/z03-25-01-04800
z03-25-01-04600,Innovación digital y agricultura sostenible en Egipto,Universidad del Nilo,15170 - Organizaciones e instituciones de la igualdad de las mujeres; 16020 - Creación de empleo; 31110 - Política agraria y gestión administrativa; 14030 - Abastecimiento básico de agua potable y saneamiento,Egipto,350000.0,2025-01-01,datos.aecid.es/lista-de-intervenciones,https://datos.aecid.es/w/z03-25-01-04600
z03-25-01-04400,Actualización de la política nacional de derechos de las mujeres en Guatemala,SEPREM - Secretaria Presidencial de la Mujer,15170 - Organizaciones e instituciones de la igualdad de las mujeres,Guatemala,300000.0,2025-01-01,datos.aecid.es/lista-de-intervenciones,https://datos.aecid.es/w/z03-25-01-04400
z03-25-01-04100,Salud sexual y reproductiva desde el liderazgo comunitario en Egipto,Shamseya for Innovative Community Healthcare Solutions,15170 - Organizaciones e instituciones de la igualdad de las mujeres,Egipto,150000.0,2025-01-01,datos.aecid.es/lista-de-intervenciones,https://datos.aecid.es/w/z03-25-01-04100
z03-25-01-04000,Revitalización del centro histórico de San Salvador como destino turístico,APLAN - Autoridad de Planificación del Centro Histórico de San Salvador,33210 - Política turística y gestión administrativa,El Salvador,300000.0,2025-01-01,datos.aecid.es/lista-de-intervenciones,https://datos.aecid.es/w/z03-25-01-04000
z03-25-01-03900,Inclusión económica de las mujeres en el Cairo histórico,Built Environment Collective,15170 - Organizaciones e instituciones de la igualdad de las mujeres; 31120 - Desarrollo agrario,Egipto,200000.0,2025-01-01,datos.aecid.es/lista-de-intervenciones,https://datos.aecid.es/w/z03-25-01-03900
